"PaperID","CnfJ","Project","Topic","Description","Title","Year","SoftCopy","HardCopy","Link","Accepted","CondAccepted","Submitted","UndSubmission","InPress","FullPaper","Abstract"
"50","Proceedings of international conferences and workshops (abstract reviewed)","","Metaphors","In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95)], Tokyo, Japan, 9-14 July 1995, vol. 2, pp.497-502. Amstewrdam: Elsevier, Elsevier Science.","Scenario Based Specification of Interaction Metaphors","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@4303b7f0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"51","Proceedings of international conferences and workshops (abstract reviewed)","","User Interfaces","Panel Session ""User Interfaces for all - Everybody, Everywhere, and Anytime"". In Y. Anzai, K. Ogawa & H. Mori (Eds), Symbiosis of Human and Artifact - Future Computing and Design for Human-Computer Interaction [Proceedings of the 6th International Conference on Human-Computer Interaction (HCI International '95)], Tokyo, Japan, 9-14 July 1995, vol. 1, pp. 137-142. Amsterdam: Elsevier, Elsevier Science.","Towards User Interfaces for All: Some Critical Issues","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@757529a4","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"52","Proceedings of international conferences and workshops (abstract reviewed)","TIDE-ACCESS","User Interface Design","Adjunct Proceedings of HCI '95 People and Computers, West Yorkshire, U.K., 29 August - 1 September 1995, pp. 29-32. UK: University of Huddersfield.","Supporting user interface adaptability during the design and development process","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"53","Poster presentations in international conferences","RACE","Multimedia Systems","4th International Conference on Broadband Islands, Dublin, Ireland, 4-6 September 1995.","Multimedia Service Provision to B-ISDN users: The case of Blind Users","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"54","Proceedings of international conferences (full-paper reviewed)","","Technology Transfer","3rd European Conference on the Advancement of Rehabilitation Technology  (ECART- 3), Lisbon, Portugal, 10-13 October 1995, pp. 328-330.","A Comparative Assessment of Mechanisms for Transferring Technology Towards the Assistive Technology Industry","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@779de014","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"55","Proceedings of international conferences (full-paper reviewed)","","Communication Aids","3rd European Conference on the Advancement of Rehabilitation Technology  (ECART- 3), Lisbon, Portugal, 10-13 October 1995, pp. 100-102.","Communication Aid Interface for Speech-Motor Impaired users","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5c41d037","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"56","Poster presentations in international conferences","RACE","Metaphors","In A. Clarke, M. Camporargo, & N. Karatzas (Eds), Bringing Telecommunication Services to the People - Proceedings of the 3rd International Conference on Intelligence in Broadband Services and Networks (IS&N '95), Heraklion, Crete, Greece, 16-19 October 1995, pp. 504-505. Berlin: Springer-Verlag.","Developing Alternative Metaphors for Special B-ISDN Services","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2234078","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"57","Poster presentations in international conferences","RACE","Accessibility","In A. Clarke, M. Camporargo, & N. Karatzas (Eds), Bringing Telecommunication Servioces to the People - Proceedings of the 3rd International Conference on Intelligence in Broadband Services and Networks (IS&N '95), Heraklion, Crete, Greece, 16-19 October 1995 (pp. 506-507). Berlin: Springer-Verlag.","Tool based user interface construction facilitating access to users with disabilities","1995","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"58","Proceedings of international conferences (full-paper reviewed)","TIDE-ACCESS","User Interface Design","Third World Congress on Expert  Systems, Seoul, Korea, 5-9 February 1996, pp. 1298-1315. New York: Cognizant Commpunication Corporation.","An Expert User Interface design assistant for deriving maximally preferred lexical adaptability rules","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5ec77191","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"59","Proceedings of international conferences (full-paper reviewed)","","Multimedia Systems","18th International conference on Software Engineering (ISCE 18),  IEEE International Workshop on Multimedia Software Development (MMSD' 96), Berlin, Germany, 25-26 March 1996, pp. 160-168. New York: IEEE Computer Society Press.","Adaptations of the Text Media Type: Addressing the user's Perspective","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@4642b71d","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"60","Proceedings of international conferences and workshops (abstract reviewed)","","Human-Computer Interaction","1st International Conference on Applied Ergonomics (ICAE' 96), Istanbul, Turkey, 21-24 May 1996, pp. 256-261. West Lafayette: USA Publishing.","Integrating Media and Modalities in the User-Machine Intercace","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@1450078a","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"61","Proceedings of international conferences and workshops (abstract reviewed)","","User Interface Design","1st International Conference on Applied Ergonomics (ICAE' 96), Istambul, Turkey, 21-24 May 1996, pp.137-142. West Lafayette: USA Publishing.","Designing User Interfaces for all users: Contributions from applied ergonomics and human factors","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@c68a5f8","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"63","Proceedings of international conferences (full-paper reviewed)","TIDE-ACCESS","Human-Computer Interaction","3rd Eurographics Workshop on Design, Specification and Verification Interaction Systems (DVS-IS '96), Namur, Belgium, 5-7 June 1996, pp.248-271. Vienna: Springer-Verlag.","Design assistance for user-adapted interaction","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@69c6161d","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"64","Proceedings of international conferences (full-paper reviewed)","","Information Technology","11th International Occupational Ergonomics and Safety Conference, Zurich, Switzerland, 11-18 July 1996, pp. 145-150.","Usability requirements for advanced information technology products","1996","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@3aefae67","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"65","Proceedings of international conferences and workshops (abstract reviewed)","","Human-Computer Interaction","Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp. 55-63","User-computer interaction in hand-eye coordination tasks","1984","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"66","Proceedings of international conferences and workshops (abstract reviewed)","","Multimedia Systems","Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp. 35-40","Multi-mode communication with user-generated pictograhic symbols","1985","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"67","Proceedings of international conferences and workshops (abstract reviewed)","","Communication Aids","Conference proccedings ""The Computer as an aid for those with special needs"", Shefield, U.K., pp 53-58.","A study of user interaction with a pictographic communication aid","1986","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"68","Proceedings of international conferences and workshops (abstract reviewed)","","Communication Aids","Annual scientific meeting of the Biological Engineering Society, Oxford, U.K, 2 pages","A study of mechanism and symbol structure in computer-assisted expressive communication","1987","FALSE","TRUE","null","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"69","Proceedings of international conferences and workshops (abstract reviewed)","","Communication Aids","International Conference on the Role and Impact of Information Technology in the Assessment  and Rehabilitation of Individuals with Communication Disorder, Thessaloniki, Greece, 5-9 September 1990, 7 pages.","Design Criteria for a locally Programmable Aid for Expressive Communication","1990","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@2e1792e7","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"70","Proceedings of international conferences and workshops (abstract reviewed)","","Communication Aids","International Conference on ""New Information technologies and disabled people"",  Athens, Greece, 21-22 September 1991, 8 pages","Communication aids for language or speech impaired people","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@6719a5b8","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"71","Proceedings of international conferences and workshops (abstract reviewed)","HORIZON","Educational Software","International Conference on ""New Information technologies and disabled people"",  Athens, Greece, 21-22 September 1991, 4 pages","Educational Software for people with mental and learning disabilities","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@3eb631b8","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"72","Proceedings of international conferences and workshops (abstract reviewed)","","Information Technology","Proceedings of the 1st Informatics in Education Conference, Athens, Greece, November 1991, pp. 41-49","Some Aspects of the Impact of Developments on I.T. & T. in the field of Education","1991","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@796d3c9f","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"73","Proceedings of international conferences and workshops (abstract reviewed)","","Rehabilitation Teleinformatics"," 2nd Hellenic Conference on Medical Informatics, Thessaloniki, Greece, 8-10 May 1992, 11 pages.","Applications of Information and Telecommunications Technologies in the field of Rehabilitation (11 pages)","1992","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@6bff19ff","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"74","Proceedings of international conferences (full-paper reviewed)","TIDE-GUIB","Accessibility","In E. Ballabio, I. Placencia-Porrero & R.P. de la Bellacasa (Eds), Proceedings of the 1st TIDE Congress on Rehabilitation Technology Strategies for the European Union, Brussels, Belgium, 6-7 April 1993, 2 pages. Amsterdam: IOS Press.","Access to Graphics Based and Multimedia Environments by Blind Users","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@41e1455d","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"75","Proceedings of international conferences (full-paper reviewed)","RACE","Accessibility","Second International Conference Broadband Islands ""Bringing the services gap"", Athens, Greece, 14-16 June 1993, pp. 181-185. Amsterdam: Elsevier Science.","Critical issues related to the accessibility of B-ISDN services by people with special needs","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@4e558728","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"76","Proceedings of other established international conferences","","Educational Software","1ο Πανελλήνιο Συνέδριο με θέμα: ""Διδακτική των μαθηματικών και πληροφορική στην εκπαίδευση"", Πανεπιστήμιο Ιωαννίνων, Ιωάννινα, Οκτώβριος 1993, 12 σελ.","Θεμελιώδεις έννοιες στη μελέτη αριθμών, των πράξεών τους και η εκπαίδευση ατόμων με ειδικές ανάγκες (Basic Arithmetics and the education of Disabled people)","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5eccd3b9","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"77","Proceedings of international conferences and workshops (abstract reviewed)","","Communication Aids","3o Convegno Nazionale, Informatica, Digattica e Disabilita, Torino, Italy, 4-6 November 1993, 7 pages","A Methodology for the development of Communication Aids","1993","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@4d6f197e","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"78","Proceedings of international workshops (full-paper reviewed)","","Modelling","In C. Stephanidis (Ed), Proceedings of the 1st ERCIM Workshop ""Towards User Interfaces for All: Current efforts and future trends"", Heraklion, Crete, Greece, 30-31 October (9 pages).","User modelling and multimodal representations: An approach combining alternative knowledge sources","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@6ef7623","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"79","Proceedings of international conferences (full-paper reviewed)","","User Interfaces","J. Lee (ed.), ""Intelligence and Multimodality in Multimedia Interfaces: Reasearch & Applications, AAAI Press (Proceedings of the IMMI 95 Workshop), Edinburgh, UK, 13-14 July 1995, 12 pages. Menlo Park, California: AAAI Press.","Media / Modalities Allocation in Intelligent UIs: Towards a Theory of Media and Modalities","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@64e1dd11","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"80","Proceedings of international workshops (full-paper reviewed)","","User Interfaces","In C. Stephanidis (Ed.), Proceedings of the 1st ERCIM Workshop ""Towards User Interfaces for All: Current efforts and future trends"", Heraklion, Crete, Greece, 30-31 October 1995, 23 pages.","Supporting Adaptivity in Intelligent User Interfaces: The case of Media and Modalities Allocation","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@5c089b2f","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"81","Invited papers in international conferences","RACE","Financial Transactions","International Conference on Financial Transactions by Visually Disabled Persons in the Framework of the Concerted Action Programme on Technology and Blindness of the COMAC BME, Agia Pelagia, Crete, 3 pages.","Financial Transactions by Visually Disabled Persons Using the IBC Network: a Step beyond EFTPOS and Super-Smart Cards (3 pages)","1989","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@6999cd39","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"82","Proceedings of international workshops (full-paper reviewed)","TIDE-ACCESS","User Interfaces","1st ERCIM Workshop ""Towards User Interfaces for All: Current efforts and Future trends"", Heraklion, Crete, Greece, 30-31 October 1995, 23 pages.","Design representations and Development support for User Interface Adaptation","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@14bae047","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"83","Proceedings of international conferences (full-paper reviewed)","","User Interfaces","5th Hellenic Conference on Informatics, Athens, Greece, 7-9 December 1995, pp. 273-282.","Media / Modalities Allocation in Intelligent Multimedia User Interfaces","1995","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@7ed9ae94","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"84","Invited papers in international conferences","Concerted Action Programme (COMAC-BME)","Accessibility","International Conference on Access to Visual Computer Information by Blind Persons in the framework of the Concerted Action Programme on Technology and Blindness, Berlin, Germany, September 1989, 7 pages.","Some Issues related to the Accessibility of Computer Images by Blind Persons","1989","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@66908383","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"85","Invited papers in international conferences","Concerted Action Programme (COMAC-BME)","Artificial Intelligence","International Conference on Intelligent Houses for the Blind in the Framework of the Concerted Action Programme on Technology and Blindness of the COMAC BME, Maastricht, The Netherlands, 3 PAGES.","Some Considerations on the Impact of Future Technological Advances for the development of intelligent houses for blind people (3 pages)","1989","TRUE","TRUE","net.ucanaccess.jdbc.UcanaccessBlob@41477a6d","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
